title,desc,source,date
紐約布魯克林「公園坡好鄰居」，一個沒有圍牆的老人中心,"潔德指出，公園坡好鄰居的存在，就像未雨綢繆先建立起一道安全網。「很幸運的，我們現在都還能照顧自己。但未來我們很可能會需要有人幫忙。鄰居先認識彼此，將來才可能互相關懷。」 標籤: 紐約, 布魯克林, 公園坡, 公園坡好鄰居, 在地老化",NewsLens,2018-12-16
纪录片：美国印第安保留地上的“猎童者”,二十多年来，美国印第安人卫生服务署(Indian Health Service)的儿科医生Stanley Patrick Weber一直被怀疑是恋童癖。然而，尽管面临性侵印第安男孩、滥用药物、偷窃等一系列指控，Weber仍能调到另一处印第安保留地，继续为儿童治疗。《华尔街日报》与PBS“前线”栏目的特别调查揭露了Weber数十年逍遥法外的背后政机构运转失灵和公职人员渎职的内幕。图片合成：Adele Morgan and Mike Shum/Frontline/WSJ,WSJ,2019-02-16
厄齐尔落选阿申纳爆冷输球,两支英超劲旅在昨天进行的欧洲联赛32强首回合一喜一忧，阿申纳爆冷输给白罗斯球队鲍里索夫，切尔西则小胜瑞典冠军马尔默。上周因感冒缺阵的英超劲旅“炮兵”阿申纳（Arsenal）球星厄齐尔（Ozil）康复后又被主帅埃梅里（Emery）打入冷宫，球队在昨天凌晨的欧洲联赛即使各方数据都占优势，仍不及对手鲍里索夫（BATE Borisov）的当头一棒，以0比1马失前蹄。,Zaobao,2019-02-16
「二孩政策」碰壁》托兒所一個月就要2萬2500元！ 養孩子太貴，中國夫妻嘆：論錢論體力，都養不起第二胎,為了解決勞動力萎縮和人口老化問題，中國政府從2016年鬆綁「一胎化政策」，推動「全面二孩」政策，鼓勵夫妻生第二胎。然而高昂的教育、醫療費用和層出不窮的毒奶粉、假疫苗新聞，卻讓許多父母卻步。「美國有線電視新聞網」（CNN）13日刊出的報導訪問到幾名中國的年輕母親，她們感嘆光孩子的托,風傳媒,2019-02-16
商场跪地 大妈帮儿求婚,山东德州一名男子入伍当兵两年，女友不离不弃，还帮他照顾家人。他妈妈为了儿子的下半生幸福，上周四（14日）情人节当日在商场中帮儿子求婚，成功为儿子抱得美人归。网传影片显示，商场当时正举行情人节活动，大妈走到台上，表示要向未来媳妇表白。主持非常配合，立即请大妈的未来媳妇上台。然后大妈就单膝跪地，递上帮儿子准备的戒指说：“孩子你愿意嫁给我的儿子吗？”女子显得很感动，点头应承将大妈扶起。,Zaobao,2019-02-21
抗老延壽 明日葉含類黃酮有助清除細胞垃圾,日本植物明日葉微苦葉子向來被視為對健康有益，研究發現明日葉含類黃酮 DMC，似乎能誘發有助移除細胞垃圾的自噬作用。隨著細胞老化會累積細胞垃圾，進而引發連串疾病和失調。,芋傳媒,2019-02-21
城市設計對長者與輪椅族不友善，出門就像是一場戰鬥,"隨著醫療的進步，人類社會即將迎來史上第一次大規模的老化。到底老化有什麼問題？會帶來哪些影響？我們習以為常的城市空間又有什麼問題？ 標籤: 老年, 障礙, 輪椅, 通用設計, 無障礙設施, 老後行為, 老化, 全齡設計, 銀髮族, 高齡化, 障礙體驗, 高齡長照小學堂",NewsLens,2019-04-26
為什麼有人吃再多也不會胖？想減重不能不知的「基礎代謝率」,"隨著人體老化，基礎代謝率（BMR）大約每10年就會降低2％－3％（特別是久坐少動的人、降低的速度會再快一些）。究竟到底該如何增加基礎代謝率？為什麼有些人多吃也不會胖呢？ 標籤: 減重, 重量訓練, 重訓, BMR, 基礎代謝率, TDEE, 蛋白質, 熱量, 每日總消耗熱量",NewsLens,2018-12-30
刘德华含泪中止演唱会 花近2500新元 本地粉丝：不心疼,刘德华失声含泪中止演唱会，花近2500新元专程飞往香港准备与他跨年忠心粉丝并不失望，只希望他快快康复！刘德华的《My Love Andy Lau刘德华World Tour》跨年演唱会，昨晚（12月28日）进入第14场，岂料因失声而中途腰斩演唱会，华仔激动流泪向观众道歉，随着大会宣布演唱会中止，至于今晚以后是否如期举行，大会今早宣布取消今和明天的演唱会，至于31日则另行公布。,Zaobao,2018-12-30
用「記憶保養班」取代「失智中心」》這群人靠10件事進化長照2.0,長照2.0計畫從2017年7月正式上路後，服務項目從8項增為17項，服務網絡也開,信傳媒,2019-05-18
政府为预防失智症首设目标 70多岁人士患者比例6年减6%：朝日新聞中文网,政府于16日公布了将在2025年之前的6年之中，让70多岁人士中失智症患者的比例下降6%这一目标数值。,Asahi,2019-05-18
A水准今放榜 考获6特优 女生曾患厌食症 写书分享克服经历,曾患厌食症的女生出书分享康复过程，希望以自制的插图和笔记，提高公众对厌食症的认识。这名刚在莱佛士书院完成高中教育的学生黄欢妍（18岁）今天回校领取A水准成绩，考获六个特优的佳绩。或许旁人难把这名开朗女生与厌食症做联想，但如她想要传达的，厌食症是能找上任何人的心理疾病。她说：“出这本书也是希望消除人们对心理疾病的偏见，及早寻求帮助。”,Zaobao,2019-02-22
不惹中国又要照顾民意 哈萨克在新疆议题上走钢丝,在哈萨克总统访华前夕，揭露新疆再教育营的一名哈萨克活动人士被捕几个月后获得自由，但交换条件是，他将停止批评中国的活动。有分析认为，中国在哈萨克斯坦和中亚地区的影响继续扩大，但当地反中国情绪也在增长，哈萨克当局试图在两者间维持平衡。,VOA,2019-08-19
台大生農學院結合業者 研發農業智慧科技,為了因應極端氣候對於農業的衝擊，以及農業人口快速老化，台大生農學院與國內的無人機業者經緯航太，合作成立「先端智農實驗室」，希望透過智慧科技，提供農民更多有幫助的協助。...,PTS.org.tw,2019-08-19
台西文蛤近年育成率偏低 收成不到一半,雲林縣台西鄉文蛤養殖面積高達上千公頃，但近年來文蛤收成率越來越低，不僅養殖時間變長，也增加漁民成本。對此雲林縣農業處表示，文蛤育成率低造成原因複雜，但主要有池體老化、海水浮菌太多、底土太久沒換和...,PTS.org.tw,2019-06-23
中国仍是美国非法芬太尼最大来源地,美国国会创立的美中经济安全审查委员会11月26日就2017年有关中国流入美国的芬太尼等阿片药物的报告，发布更新简报，指尽管中国政府采取措施减少生产和出口芬太尼类药物，但中国仍是美国非法芬太尼及芬太尼类药物的最大来源地。,VOA,2018-11-28
美国餐饮业多年来不能说的秘密,在曾被视作“积极生活象征”的名厨安东尼·波登自杀后，许多厨师、餐厅老板及员工开始讲述、反思这个行业普遍存在的高压文化、药物滥用和精神疾病，并开始寻找应对办法。,WSJ,2018-11-28
《超級大腦飲食計畫》：結合間歇性斷食與低碳水飲食，增加大腦可獲得的酮,"當你有規律地飽食與禁食，身體每天都會產生自噬作用。不幸的是，今天我們少有機會讓自噬發生，因為飽食與禁食的天平永遠向飽食那一端傾斜。 標籤: 超級大腦飲食計畫, 失智, Max Lugavere, Paul Grewal, 間歇性斷食, 生酮飲食, 酮體, 自噬, 生長激素, 胰島素, 肌酸, 碳水化合物",NewsLens,2019-04-30
人類演化過程中消失的骨頭「豆骨」再次出現，可能就是你膝蓋痛的原因！,我們許多人有過膝蓋疼痛的經歷，特別是隨著年齡老化，膝蓋磨損增加。但是，現在英國帝國理工學院的專家說，在人類演化過程中被認為已經消失的膝蓋中的一塊小骨頭似乎又回來了。而它可能是造成一些人膝蓋疼痛，甚至關節炎的原因。這塊小骨頭的英文名字叫「fabella」。它長在膝蓋後面的肌腱中。醫,風傳媒,2019-04-30
小猫被拐鼻尖心形花纹成线索 失踪3周后平安获救：朝日新聞中文网,3月中旬，三重县铃鹿市发生了1起事件，1只小猫从栖居的小屋中被拐走。嫌疑人男子虽已被捕，但小猫却不在该男子家中。一直照顾小猫的女性依靠仅有的信息努力寻找，终于平安找到了小猫。寻回小猫的意外之地是……,Asahi,2019-04-30
从文员升到校长 “一生心血在新民” 公立新民最后一任校长张建昭逝世,从文员一步一脚印当上校长，毕生奉献教育界和设立基金会拨款照顾贫穷学生，淡申区公立新民学校最后一任校长张建昭，周四（12月20日）在住家与世长辞，享年90岁。张建昭遗下三名儿子、四名孙子和两名曾孙。他的二儿子张志勤（62岁，家用电器公司老板）在灵堂受访时表示，父亲曾任淡申区公立新民学校校长，见证了学校的创办和关闭，前后42载。,Zaobao,2018-12-24
美國比北韓還可怕、老年失智比癌症更糟糕！德國最新民調：所處世界比五年前更不安全,最新的一項問卷調查顯示，德國民眾將美國視為世界和平的最大威脅。德國一民調機構在周三發布有關安全議題的調查報告中，過半受訪者給出了該答案。根據戰略與高級領導中心（CentrumfürStrategieundhöhereFührung）週三（2月13日）發布的報告，56%的德國民眾認,風傳媒,2019-02-14
与FT共进下午茶：她为“喵星人”测基因,连续创业者安娜•斯卡娅创立的最新一家企业，可以提供喵星人的遗传基因报告，包括它的品种、来源地、父母和健康状况。,FT,2019-02-14
下半年试行夜间看护服务 协助照顾失智老人,护联中心今年下半年将与数间疗养院推出夜间喘息看护服务试验计划，让失智年长者的看护者在晚上能好好休息。卫生部兼律政部高级政务部长唐振辉在国会指出，患有失智症的年长者晚上有可能会很活跃，导致看护者无法好好补眠。夜间喘息看护服务将能照顾有睡眠或行为问题的失智年长者，或与他们进行活动，好让看护者可以获得充足睡眠。,Zaobao,2019-02-14
取代现有女佣雇主补贴 照顾中度残障者看护可申请新津贴,卫生部兼律政部高级政务部长唐振辉在国会宣布居家看护津贴时解释，为了让提供的经济援助更好地满足各种看护需求，卫生部决定以居家看护津贴代替女佣雇主补贴，允许看护者灵活选择如何使用这笔200元的津贴。只要家庭人均收入不超过2600元，在家照顾任何中度残障家人的看护者，下来每月都可获得200元的居家看护津贴。这么一来，看护者可视个别情况灵活使用这笔援助金。,Zaobao,2019-02-14
照顾乐龄和体障人士等 一地铁线将设优先车厢提升出行体验,陆交局受询时说，由于这是第一次在地铁网络推出优先车厢，该局仍在和公共交通业者敲定营运细节。不过，陆交局透露，获选地铁线的所有列车将设有优先车厢，列车的中间车厢将作为优先车厢。陆路交通管理局下来将在其中一条地铁线设置优先车厢，优化乐龄、体障人士和携带幼儿家庭的出行体验。,Zaobao,2019-03-08
怎麼知道該「植牙」還是做「根管治療」？30年資深牙醫師的真心勸告,台灣隨著人口老化日趨嚴重，促使牙齒修復、假牙與植牙的需求增加，也更加重視口腔的美,信傳媒,2019-03-08
SK bioland将进军干细胞治疗药物领域,,Joins,2019-06-13
